product_name,product_category_tree,description,description_token,words
Tenda TE-F452,Computers,Buy Tenda TE-F452 only for Rs. 4509 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'tenda', 'te', 'f', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy tea te f r  flipkart com genui produ  day receme guaraee free sping cash divery
Huawei WS331c -300 Mbps Wireless Range Extender,Computers,Buy Huawei WS331c -300 Mbps Wireless Range Extender only for Rs. 2250 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'huawei', 'wsc', '', 'mbps', 'wireless', 'range', 'extender', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy huaw   ps wiress range exteer r  flipkart com genui produ  day receme guaraee free sping cash divery
Anna Andre Paris Majesty & Floralina Combo Set,Beauty and Personal Care,Flipkart.com: Buy Anna Andre Paris Majesty & Floralina Combo Set online only for Rs. 249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'anna', 'andre', 'paris', 'majesty', 'floralina', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy anna are paris majesty floralina coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
TRENDnet TEW-752DRU,Computers,Buy TRENDnet TEW-752DRU only for Rs. 5199 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'trendnet', 'tew', 'dru', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy t tew  r  flipkart com genui produ  day receme guaraee free sping cash divery
Edimax BR-6428NC,Computers,Buy Edimax BR-6428NC only for Rs. 2150 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'edimax', 'br', 'nc', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy im br nc r  flipkart com genui produ  day receme guaraee free sping cash divery
Adidas Dynamic Pulse and Team Force Combo Set,Beauty and Personal Care,Flipkart.com: Buy Adidas Dynamic Pulse and Team Force Combo Set online only for Rs. 380 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'adidas', 'dynamic', 'pulse', 'team', 'force', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy adidas dynam pue tm fo coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Asus RT-AC68U Dual-band Wireless-AC1900 Gigabit Router,Computers,Buy Asus RT-AC68U Dual-band Wireless-AC1900 Gigabit Router only for Rs. 22000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'asus', 'rt', 'acu', 'dual', 'band', 'wireless', 'ac', 'gigabit', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy asus rt  dual ba wiress ac gigabit router r  flipkart com genui produ  day receme guaraee free sping cash divery
Asus RT-N12 LX 300Mbps Wireless Router,Computers,Buy Asus RT-N12 LX 300Mbps Wireless Router only for Rs. 4200 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'asus', 'rt', 'n', 'lx', 'mbps', 'wireless', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy asus rt n lx ps wiress router r  flipkart com genui produ  day receme guaraee free sping cash divery
"Park Avenue Believe Deodorant ,Orignal EDP Combo Set",Beauty and Personal Care,"Flipkart.com: Buy Park Avenue Believe Deodorant ,Orignal EDP Combo Set online only for Rs. 385 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'park', 'avenue', 'believe', 'deodorant', 'orignal', 'edp', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy park enue bieve ddora  p coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
TRENDnet N150 Wireless ADSL 2 Modem Router,Computers,Buy TRENDnet N150 Wireless ADSL 2 Modem Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'trendnet', 'n', 'wireless', 'adsl', '', 'modem', 'router', 'r', '', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy t n wiress adsl  modem router r   flipkart com genui produ  day receme guaraee free sping cash divery
Binatone WR3000N,Computers,Buy Binatone WR3000N only for Rs. 1800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'binatone', 'wrn', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy  n r  flipkart com genui produ  day receme guaraee free sping cash divery
Kamasutra Combo Offer Pack Combo Set,Beauty and Personal Care,Flipkart.com: Buy Kamasutra Combo Offer Pack Combo Set online only for Rs. 380 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'kamasutra', 'combo', 'offer', 'pack', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy  coo offer pack coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Tenda A5,Computers,Buy Tenda A5 only for Rs. 2250 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'tenda', 'a', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy tea a r  flipkart com genui produ  day receme guaraee free sping cash divery
D-Link DIR-816 Wireless AC750 Dual Band Router,Computers,Buy D-Link DIR-816 Wireless AC750 Dual Band Router only for Rs. 3999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'link', 'dir', '', 'wireless', 'ac', 'dual', 'band', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy li   wiress ac dual ba router r  flipkart com genui produ  day receme guaraee free sping cash divery
Arabian Nights Evolve Combo Set,Beauty and Personal Care,Flipkart.com: Buy Arabian Nights Evolve Combo Set online only for Rs. 398 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'arabian', 'night', 'evolve', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy arabian night  coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Adidas Get Ready and Natural Vitality Combo Set,Beauty and Personal Care,Flipkart.com: Buy Adidas Get Ready and Natural Vitality Combo Set online only for Rs. 320 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'adidas', 'get', 'ready', 'natural', 'vitality', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy adidas get y natural vility coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Edimax AR-7286WNA,Computers,Buy Edimax AR-7286WNA only for Rs. 2445 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'edimax', 'ar', 'wna', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy im ar wna r  flipkart com genui produ  day receme guaraee free sping cash divery
Engage Blush and Drizzle Combo Set,Beauty and Personal Care,Flipkart.com: Buy Engage Blush and Drizzle Combo Set online only for Rs. 266 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'engage', 'blush', 'drizzle', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy engage sh  coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Belkin Share Modem (N) Router,Computers,Buy Belkin Share Modem (N) Router only for Rs. 6249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'belkin', 'share', 'modem', 'n', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy  sre modem n router r  flipkart com genui produ  day receme guaraee free sping cash divery
Envy-1000 Force Combo Set,Beauty and Personal Care,Flipkart.com: Buy Envy-1000 Force Combo Set online only for Rs. 360 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'envy', '', 'force', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy envy  fo coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Apple AirPort Express Base Station Wireless Router,Computers,Buy Apple AirPort Express Base Station Wireless Router only for Rs. 6800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'apple', 'airport', 'express', 'base', 'station', 'wireless', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy apple  express base  wiress router r  flipkart com genui produ  day receme guaraee free sping cash divery
Anna Andre Paris Majesty Deodorant Combo Set,Beauty and Personal Care,Flipkart.com: Buy Anna Andre Paris Majesty Deodorant Combo Set online only for Rs. 199 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'anna', 'andre', 'paris', 'majesty', 'deodorant', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy anna are paris majesty ddora coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
TRENDnet THA-101 N300 Router,Computers,Buy TRENDnet THA-101 N300 Router only for Rs. 4989 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'trendnet', 'tha', '', 'n', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy t t  n router r  flipkart com genui produ  day receme guaraee free sping cash divery
Yardley Red Roses and Lace Combo Set,Beauty and Personal Care,Flipkart.com: Buy Yardley Red Roses and Lace Combo Set online only for Rs. 319 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'yardley', 'red', 'rose', 'lace', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy yaley r  lace coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Nivea Fresh Power Boost Deo Combo Combo Set,Beauty and Personal Care,Flipkart.com: Buy Nivea Fresh Power Boost Deo Combo Combo Set online only for Rs. 380 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['flipkart', 'com', 'buy', 'nivea', 'fresh', 'power', 'boost', 'deo', 'combo', 'combo', 'set', 'online', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy niv fresh power  d coo coo set onli r  flipkart com genui produ  day receme guaraee free sping cash divery
Zyxel 3D 1440 - 3G Data Card,Computers,Buy Zyxel 3D 1440 - 3G Data Card only for Rs. 950 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'zyxel', 'd', '', 'g', 'data', 'card', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy zyx d  g da ca r  flipkart com genui produ  day receme guaraee free sping cash divery
Tenda TE-W368R,Computers,Buy Tenda TE-W368R only for Rs. 1500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'tenda', 'te', 'wr', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy tea te  r  flipkart com genui produ  day receme guaraee free sping cash divery
TP-LINK TL-WR702N 150Mbps Wireless N Nano Router,Computers,Buy TP-LINK TL-WR702N 150Mbps Wireless N Nano Router only for Rs. 1599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'tp', 'link', 'tl', 'wrn', 'mbps', 'wireless', 'n', 'nano', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy tp li tl n ps wiress n  router r  flipkart com genui produ  day receme guaraee free sping cash divery
Edimax AR-7182WNA,Computers,Buy Edimax AR-7182WNA only for Rs. 1410 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'edimax', 'ar', 'wna', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy im ar wna r  flipkart com genui produ  day receme guaraee free sping cash divery
Zyxel PLA-4205,Computers,Buy Zyxel PLA-4205 only for Rs. 8100 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'zyxel', 'pla', '', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy zyx   r  flipkart com genui produ  day receme guaraee free sping cash divery
Asus DSL-N10E Wireless-N150 ADSL Modem Router,Computers,Buy Asus DSL-N10E Wireless-N150 ADSL Modem Router only for Rs. 5000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'asus', 'dsl', 'ne', 'wireless', 'n', 'adsl', 'modem', 'router', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy asus dsl  wiress n adsl modem router r  flipkart com genui produ  day receme guaraee free sping cash divery
