product_name,product_category_tree,description,description_token
"Franck Bella FB127A Analog Watch  - For Boys, Men",Watches,"Franck Bella FB127A Analog Watch  - For Boys, Men - Buy Franck Bella FB127A Analog Watch  - For Boys, Men  FB127A Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['franck', 'bella', 'fb127a', 'analog', 'watch', 'boy', 'men', 'buy', 'franck', 'bella', 'fb127a', 'analog', 'watch', 'boy', 'men', 'fb127a', 'online', 'r', '999', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",Watches,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys - Buy Skmei DG0939-Red Sports Digital Watch  - For Men, Boys  DG0939-Red Online at Rs.999 in India Only at Flipkart.com. Digital Chronograph, Alarm Watch, Light Function, Date & Month Display - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['skmei', 'dg0939', 'red', 'sport', 'digital', 'watch', 'men', 'boy', 'buy', 'skmei', 'dg0939', 'red', 'sport', 'digital', 'watch', 'men', 'boy', 'dg0939', 'red', 'online', 'r', '999', 'india', 'flipkart', 'com', 'digital', 'chronograph', 'alarm', 'watch', 'light', 'function', 'date', 'month', 'display', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"fastrack 38015PL01 Analog Watch  - For Men, Boys",Watches,"fastrack 38015PL01 Analog Watch  - For Men, Boys - Buy fastrack 38015PL01 Analog Watch  - For Men, Boys  38015PL01 Online at Rs.2495 in India Only at Flipkart.com. Stainless steel back cover. Hybrid case construction for a sportier and more rugged look with increased shock resistance. High precision quartz analogue movement. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['fastrack', '38015pl01', 'analog', 'watch', 'men', 'boy', 'buy', 'fastrack', '38015pl01', 'analog', 'watch', 'men', 'boy', '38015pl01', 'online', 'r', '2495', 'india', 'flipkart', 'com', 'stainless', 'steel', 'back', 'cover', 'hybrid', 'case', 'construction', 'sportier', 'rugged', 'look', 'increase', 'shock', 'resistance', 'high', 'precision', 'quartz', 'analogue', 'movement', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",Watches,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls - Buy Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls  WQ18 Online at Rs.7495 in India Only at Flipkart.com. Qibla Compass, Light, Azan Time Calculation - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['alfajr', 'wq18', 'qibla', 'compass', 'digital', 'watch', 'men', 'boy', 'girl', 'buy', 'alfajr', 'wq18', 'qibla', 'compass', 'digital', 'watch', 'men', 'boy', 'girl', 'wq18', 'online', 'r', '7495', 'india', 'flipkart', 'com', 'qibla', 'compass', 'light', 'azan', 'time', 'calculation', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Disney 98189 Analog Watch  - For Boys, Girls",Watches,"Disney 98189 Analog Watch  - For Boys, Girls - Buy Disney 98189 Analog Watch  - For Boys, Girls  98189 Online at Rs.900 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['disney', '98189', 'analog', 'watch', 'boy', 'girl', 'buy', 'disney', '98189', 'analog', 'watch', 'boy', 'girl', '98189', 'online', 'r', '900', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
Disney DW100405 Digital Watch  - For Boys,Watches,"Disney DW100405 Digital Watch  - For Boys - Buy Disney DW100405 Digital Watch  - For Boys  DW100405 Online at Rs.1345 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['disney', 'dw100405', 'digital', 'watch', 'boy', 'buy', 'disney', 'dw100405', 'digital', 'watch', 'boy', 'dw100405', 'online', 'r', '1345', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",Watches,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls
                         Price: Rs. 595
				
			Brand: Vizion,Sports Series watch for Kids,1 year manufacturer warranty,Digital display,Automatic movement,Metal Case and solid body ,Dial shape:Round,Dial dimension:22mm ,Strap material:Silicone ,Strap width:20mm,Water resistant,Night display cold backLight, Daily Alarm,Hour minute second ,date week display, 12/24 hour format,Attractive brand packaging- Tuff plastic box,Note: In case of non-receipt of warranty card, please intimate us within 48 hours,Disclaimer: Product color may slightly vary due to photographic lighting sources or your monitor settings (The image has been enlarged for better viewing)
Brand: Vizion,Sports Series watch for Kids,1 year manufacturer warranty,Digital display,Automatic movement,Metal Case and solid body ,Dial shape:Round,Dial dimension:22mm ,Strap material:Silicone ,Strap width:20mm,Water resistant,Night display cold backLight, Daily Alarm,Hour minute second ,date week display, 12/24 hour format,Attractive brand packaging- Tuff plastic box,Note: In case of non-receipt of warranty card, please intimate us within 48 hours,Disclaimer: Product color may slightly vary due to photographic lighting sources or your monitor settings (The image has been enlarged for better viewing)","['vizion', '8502', '7purple', 'sport', 'series', 'digital', 'watch', 'boy', 'girl', 'price', 'r', '595', 'brand', 'vizion', 'sport', 'series', 'watch', 'kid', '1', 'year', 'manufacturer', 'warranty', 'digital', 'display', 'automatic', 'movement', 'metal', 'case', 'solid', 'body', 'dial', 'shape', 'round', 'dial', 'dimension', '22mm', 'strap', 'material', 'silicone', 'strap', 'width', '20mm', 'water', 'resistant', 'night', 'display', 'cold', 'backlight', 'daily', 'alarm', 'hour', 'minute', 'second', 'date', 'week', 'display', '12', '24', 'hour', 'format', 'attractive', 'brand', 'packaging', 'tuff', 'plastic', 'box', 'note', 'case', 'non', 'receipt', 'warranty', 'card', 'please', 'intimate', 'u', 'within', '48', 'hour', 'disclaimer', 'product', 'color', 'may', 'slightly', 'vary', 'due', 'photographic', 'light', 'source', 'monitor', 'setting', 'image', 'enlarge', 'well', 'view', 'brand', 'vizion', 'sport', 'series', 'watch', 'kid', '1', 'year', 'manufacturer', 'warranty', 'digital', 'display', 'automatic', 'movement', 'metal', 'case', 'solid', 'body', 'dial', 'shape', 'round', 'dial', 'dimension', '22mm', 'strap', 'material', 'silicone', 'strap', 'width', '20mm', 'water', 'resistant', 'night', 'display', 'cold', 'backlight', 'daily', 'alarm', 'hour', 'minute', 'second', 'date', 'week', 'display', '12', '24', 'hour', 'format', 'attractive', 'brand', 'packaging', 'tuff', 'plastic', 'box', 'note', 'case', 'non', 'receipt', 'warranty', 'card', 'please', 'intimate', 'u', 'within', '48', 'hour', 'disclaimer', 'product', 'color', 'may', 'slightly', 'vary', 'due', 'photographic', 'light', 'source', 'monitor', 'setting', 'image', 'enlarge', 'well', 'view']"
"Elantra S 10 Analog Watch  - For Boys, Men",Watches,"Elantra S 10 Analog Watch  - For Boys, Men - Buy Elantra S 10 Analog Watch  - For Boys, Men  S 10 Online at Rs.950 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['elantra', '10', 'analog', 'watch', 'boy', 'men', 'buy', 'elantra', '10', 'analog', 'watch', 'boy', 'men', '10', 'online', 'r', '950', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Marvel DW100243 Digital Watch  - For Boys, Girls",Watches,"Marvel DW100243 Digital Watch  - For Boys, Girls - Buy Marvel DW100243 Digital Watch  - For Boys, Girls  DW100243 Online at Rs.299 in India Only at Flipkart.com. Buckle Clasp, Multi-color Strap, Contemporary Dial - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['marvel', 'dw100243', 'digital', 'watch', 'boy', 'girl', 'buy', 'marvel', 'dw100243', 'digital', 'watch', 'boy', 'girl', 'dw100243', 'online', 'r', '299', 'india', 'flipkart', 'com', 'buckle', 'clasp', 'multi', 'color', 'strap', 'contemporary', 'dial', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"Lenco Bdblue Tango Analog Watch  - For Men, Boys",Watches,"Lenco Bdblue Tango Analog Watch  - For Men, Boys - Buy Lenco Bdblue Tango Analog Watch  - For Men, Boys  Bdblue Online at Rs.599 in India Only at Flipkart.com. Sports Watch, Casual Watch, Big Size Dial, Colourful Strap - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['lenco', 'bdblue', 'tango', 'analog', 'watch', 'men', 'boy', 'buy', 'lenco', 'bdblue', 'tango', 'analog', 'watch', 'men', 'boy', 'bdblue', 'online', 'r', '599', 'india', 'flipkart', 'com', 'sport', 'watch', 'casual', 'watch', 'big', 'size', 'dial', 'colourful', 'strap', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",Watches,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys - Buy D'Signer 681GM_WHT Analog Watch  - For Men, Boys  681GM_WHT Online at Rs.6645 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['signer', '681gm_wht', 'analog', 'watch', 'men', 'boy', 'buy', 'signer', '681gm_wht', 'analog', 'watch', 'men', 'boy', '681gm_wht', 'online', 'r', '6645', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']"
SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,Home Furnishing,"Key Features of SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set General Brand SANTOSH ROYAL FASHION Material Cotton Pattern Embroidered Style Code dsnsan-34 Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Width 59 inch / 150 cm In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers Additional Features Fabric Care Machine Washable, Do Not Soak","['key', 'feature', 'santosh', 'royal', 'fashion', 'cotton', 'embroider', 'diwan', 'set', 'color', 'multicolor', 'content', '8', 'diwan', 'sheet', 'length225', 'cm', 'cushion', 'cover', 'length', '40', 'cm', 'santosh', 'royal', 'fashion', 'cotton', 'embroider', 'diwan', 'set', 'price', 'r', '979', 'add', 'oodles', 'style', 'home', 'excite', 'range', 'designer', 'furniture', 'furnishing', 'decor', 'item', 'kitchenware', 'promise', 'deliver', 'best', 'quality', 'product', 'best', 'price', 'specification', 'santosh', 'royal', 'fashion', 'cotton', 'embroider', 'diwan', 'set', 'general', 'brand', 'santosh', 'royal', 'fashion', 'material', 'cotton', 'pattern', 'embroider', 'style', 'code', 'dsnsan', '34', 'color', 'multicolor', 'dimension', 'bolster', 'cover', 'length', '23', 'inch', '40', 'cm', 'cushion', 'cover', 'width', '15', 'inch', '40', 'cm', 'diwan', 'sheet', 'length', '88', 'inch', '225', 'cm', 'cushion', 'cover', 'length', '15', 'inch', '40', 'cm', 'diwan', 'sheet', 'width', '59', 'inch', '150', 'cm', 'box', 'number', 'content', 'sale', 'package', 'pack', '8', 'sale', 'package', '1', 'diwan', 'sheet', '5', 'cushion', 'cover', '2', 'bolster', 'cover', 'additional', 'feature', 'fabric', 'care', 'machine', 'washable', 'soak']"
House This Queen Cotton Duvet Cover,Home Furnishing,"Key Features of House This Queen Cotton Duvet Cover Material:100% Cotton Outer.Inner Polyfill Thrade :210 Dimension: Duvet Cover 229X274 Cms 1 Double Duvet Cover,Specifications of House This Queen Cotton Duvet Cover (Grey) General Brand House This Closure Button Design Code P21821 Material Cotton Pattern Printed Thread Count 210 Style Code Dco-Smart Stripe-Black Grey Size Queen Color Grey Dimensions Length 107 inch / 274 cm Width 90 inch / 229 cm In the Box Number of Contents in Sales Package Pack of 1 Fabric Care Machine Washable, Do Not Soak Additional Features Reversible No","['key', 'feature', 'house', 'queen', 'cotton', 'duvet', 'cover', 'material', '100', 'cotton', 'outer', 'inner', 'polyfill', 'thrade', '210', 'dimension', 'duvet', 'cover', '229x274', 'cm', '1', 'double', 'duvet', 'cover', 'specification', 'house', 'queen', 'cotton', 'duvet', 'cover', 'grey', 'general', 'brand', 'house', 'closure', 'button', 'design', 'code', 'p21821', 'material', 'cotton', 'pattern', 'print', 'thread', 'count', '210', 'style', 'code', 'dco', 'smart', 'stripe', 'black', 'grey', 'size', 'queen', 'color', 'grey', 'dimension', 'length', '107', 'inch', '274', 'cm', 'width', '90', 'inch', '229', 'cm', 'box', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', 'care', 'machine', 'washable', 'soak', 'additional', 'feature', 'reversible']"
Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,Home Furnishing,Buy Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527 at Rs. 1799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'riva', 'carpet', 'cotton', 'free', 'bath', 'mat', 'classic', 'loop', 'shag', 'bathmat_ri', '527', 'r', '1799', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,Home Decor & Festive Needs,"Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener (30 ml)
                         Price: Rs. 245
				
			Illuminate Every Corner Of Your Living Room In Style With This Home Fragrance Electric Burner Combo With Fragrance That Is Brought To You By Myesquire. This Is A Very Unique, Useful And Value for Money Product For Home Decoration And Fragrance. This Unique Combo Contains Aroma Burner With All Accessories and is ready to use . Put A Small Amount 1-2 Tea Spoon Of Aroma Oil On The Bowl Surface And Light The Tea Light and After Few Minutes As The Oil Heats Up, The Fragrance Will Spread In The Room. And You Will Be All Set To Enjoy The Captivating Aroma. Keep It Away From Children As Surface Becomes Hot.
Illuminate Every Corner Of Your Living Room In Style With This Home Fragrance Electric Burner Combo With Fragrance That Is Brought To You By Myesquire. This Is A Very Unique, Useful And Value for Money Product For Home Decoration And Fragrance. This Unique Combo Contains Aroma Burner With All Accessories and is ready to use . Put A Small Amount 1-2 Tea Spoon Of Aroma Oil On The Bowl Surface And Light The Tea Light and After Few Minutes As The Oil Heats Up, The Fragrance Will Spread In The Room. And You Will Be All Set To Enjoy The Captivating Aroma. Keep It Away From Children As Surface Becomes Hot.","['myesquire', 'ceramic', 'burner', 'pot', 'lemongrass', 'liquid', 'air', 'freshener', '30', 'ml', 'price', 'r', '245', 'illuminate', 'every', 'corner', 'living', 'room', 'style', 'home', 'fragrance', 'electric', 'burner', 'combo', 'fragrance', 'brought', 'myesquire', 'unique', 'useful', 'value', 'money', 'product', 'home', 'decoration', 'fragrance', 'unique', 'combo', 'contains', 'aroma', 'burner', 'accessory', 'ready', 'use', 'put', 'small', 'amount', '1', '2', 'tea', 'spoon', 'aroma', 'oil', 'bowl', 'surface', 'light', 'tea', 'light', 'minute', 'oil', 'heat', 'fragrance', 'spread', 'room', 'set', 'enjoy', 'captivate', 'aroma', 'keep', 'away', 'child', 'surface', 'becomes', 'hot', 'illuminate', 'every', 'corner', 'living', 'room', 'style', 'home', 'fragrance', 'electric', 'burner', 'combo', 'fragrance', 'brought', 'myesquire', 'unique', 'useful', 'value', 'money', 'product', 'home', 'decoration', 'fragrance', 'unique', 'combo', 'contains', 'aroma', 'burner', 'accessory', 'ready', 'use', 'put', 'small', 'amount', '1', '2', 'tea', 'spoon', 'aroma', 'oil', 'bowl', 'surface', 'light', 'tea', 'light', 'minute', 'oil', 'heat', 'fragrance', 'spread', 'room', 'set', 'enjoy', 'captivate', 'aroma', 'keep', 'away', 'child', 'surface', 'becomes', 'hot']"
